epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,303.068,1.84583,3.22773,2.08517,0.09182,0.18182,0.02104,0.00463,3.83141,7.84672,7.35291,0.0013664,0.0013664,0.0013664
18,319.885,2.02419,3.06721,2.12024,0.09182,0.18182,0.02104,0.00463,3.83141,7.84672,7.35291,0.0013268,0.0013268,0.0013268
19,337.123,1.85974,3.03989,2.11403,0.42438,0.09091,0.10483,0.05178,3.6967,13.4787,6.65824,0.0012872,0.0012872,0.0012872
20,354.059,1.96951,3.0057,1.99804,0.05131,0.09091,0.10522,0.01442,3.5368,24.9971,6.9525,0.0012476,0.0012476,0.0012476
21,371.145,1.70042,2.83716,1.92484,0.01997,0.18182,0.00613,0.00146,3.7325,21.1491,8.49372,0.001208,0.001208,0.001208
22,390.114,1.79062,2.8948,1.92456,0.01997,0.18182,0.00613,0.00146,3.7325,21.1491,8.49372,0.0011684,0.0011684,0.0011684
23,412.893,1.89468,3.30302,2.06217,0.02392,0.09091,0.0043,0.00093,3.63934,18.5343,7.63148,0.0011288,0.0011288,0.0011288
24,435.211,1.90324,3.28338,2.03746,0.0332,0.09091,0.00402,0.00208,3.69157,10.2589,5.70709,0.0010892,0.0010892,0.0010892
25,457.593,1.99871,3.05252,2.10876,0.00611,0.27273,0.00239,0.00062,3.99049,15.2925,5.53644,0.0010496,0.0010496,0.0010496
26,482.261,1.7497,2.71437,1.96797,0.00611,0.27273,0.00239,0.00062,3.99049,15.2925,5.53644,0.00101,0.00101,0.00101
27,504.243,1.87508,2.99217,1.93684,0.00328,0.36364,0.00158,0.00035,4.03031,66.497,5.11307,0.0009704,0.0009704,0.0009704
28,526.096,1.73167,2.82838,1.88641,0.00282,0.27273,0.00159,0.00031,3.97474,111.434,5.15956,0.0009308,0.0009308,0.0009308
29,548.218,1.83651,2.82333,2.02565,0.00378,0.36364,0.00197,0.00053,3.16347,66.4548,3.67796,0.0008912,0.0008912,0.0008912
30,570.34,1.69642,2.65013,1.98619,0.00378,0.36364,0.00197,0.00053,3.16347,66.4548,3.67796,0.0008516,0.0008516,0.0008516
31,592.566,1.8396,2.71405,1.9664,0.00534,0.27273,0.003,0.00093,3.08803,52.4233,3.49381,0.000812,0.000812,0.000812
32,644.767,1.84789,2.64465,1.93561,0.00555,0.18182,0.00279,0.00079,3.15332,48.8616,3.61777,0.0007724,0.0007724,0.0007724
33,705.113,1.59106,2.66557,1.90343,0.00352,0.36364,0.00218,0.00054,2.99683,79.7955,3.45772,0.0007328,0.0007328,0.0007328
34,769.63,1.73659,2.57491,1.88492,0.00352,0.36364,0.00218,0.00054,2.99683,79.7955,3.45772,0.0006932,0.0006932,0.0006932
35,807.339,1.82882,2.74237,2.03396,0.00188,0.27273,0.00073,0.00011,3.38396,95.0553,3.97443,0.0006536,0.0006536,0.0006536
36,829.312,1.59168,2.53642,1.84137,0.00416,0.36364,0.00183,0.00032,3.59588,48.2588,4.20705,0.000614,0.000614,0.000614
37,851.507,1.61709,2.52352,1.78477,0.00486,0.18182,0.00217,0.00046,3.68959,25.2898,4.09721,0.0005744,0.0005744,0.0005744
38,873.184,1.60211,2.5437,1.86727,0.00486,0.18182,0.00217,0.00046,3.68959,25.2898,4.09721,0.0005348,0.0005348,0.0005348
39,895.029,1.5654,2.50552,1.81826,0.0084,0.09091,0.00424,0.00086,3.54976,15.1659,3.7298,0.0004952,0.0004952,0.0004952
40,916.916,1.50717,2.42738,1.75146,0.05472,0.09091,0.01239,0.00255,3.2341,8.51162,3.33544,0.0004556,0.0004556,0.0004556
41,939.29,1.81253,3.47694,2.0737,0.63846,0.09091,0.11507,0.01425,2.9579,5.4993,3.02854,0.000416,0.000416,0.000416
42,960.732,1.5305,3.07897,2.02018,0.63846,0.09091,0.11507,0.01425,2.9579,5.4993,3.02854,0.0003764,0.0003764,0.0003764
43,982.276,1.48448,3.27029,1.84283,0.72388,0.09091,0.14853,0.02126,2.74483,4.39075,2.85733,0.0003368,0.0003368,0.0003368
44,1004.23,1.67634,3.06472,2.05729,0.20493,0.18182,0.15161,0.03536,2.83827,4.06502,2.99764,0.0002972,0.0002972,0.0002972
45,1026.25,1.45338,3.02867,1.87486,0.41351,0.18182,0.19955,0.03348,2.70878,4.15204,2.85416,0.0002576,0.0002576,0.0002576
46,1046.48,1.58516,3.01521,1.86502,0.41351,0.18182,0.19955,0.03348,2.70878,4.15204,2.85416,0.000218,0.000218,0.000218
47,1063.02,1.43861,2.84364,1.86935,1,0.17813,0.25214,0.04723,2.69338,4.05416,2.85726,0.0001784,0.0001784,0.0001784
48,1079.44,1.49483,3.01189,1.90024,0.9066,0.18182,0.2547,0.04774,2.68861,3.98395,2.86693,0.0001388,0.0001388,0.0001388
49,1096.02,1.35685,3.27193,1.63953,0.87872,0.18182,0.25295,0.04706,2.69398,3.85375,2.93322,9.92e-05,9.92e-05,9.92e-05
50,1112.76,1.54207,3.14738,2.10522,0.87872,0.18182,0.25295,0.04706,2.69398,3.85375,2.93322,5.96e-05,5.96e-05,5.96e-05
